"Entry"	"Entry.Name"	"Reviewed"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Functions"
"Q03713"	"RCF1_YEAST"	"reviewed"	"Respiratory supercomplex factor 1, mitochondrial (Altered inheritance of mitochondria protein 31)"	"RCF1 AIM31 YML030W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	159	"FUNCTION: Assembly factor that plays a role in the assembly of the respiratory chain supercomplexes (SCs) composed of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV). Involved in the recruitment of COX13 and RCF2 into cytochrome c oxidase. May also be required for late-stage assembly of the COX12 and COX13 subunits (PubMed:22342701, PubMed:22405070, PubMed:22310663). Required for the generation and maintenance of a normal proton motive force (PMF) across the inner mitochondrial membrane (IMM) by preventing proton leakage through an inactive population of CIV that accumulates when RCF1 and/or RCF2 proteins are absent (PubMed:30683696, PubMed:31591265). {ECO:0000269|PubMed:22310663, ECO:0000269|PubMed:22342701, ECO:0000269|PubMed:22405070, ECO:0000269|PubMed:30683696, ECO:0000269|PubMed:31591265}."
"Q03714"	"USA1_YEAST"	"reviewed"	"U1 SNP1-associating protein 1"	"USA1 YML029W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	838	"FUNCTION: Scaffold protein of the endoplasmic reticulum-associated degradation (ERAD) (also known as endoplasmic reticulum quality control, ERQC) pathway involved in ubiquitin-dependent degradation of misfolded endoplasmic reticulum proteins. Component of the HRD1 ubiquitin ligase complex, which is part of the ERAD-L and ERAD-M pathways responsible for the rapid degradation of soluble lumenal and membrane proteins with misfolded lumenal domains (ERAD-L), or ER-membrane proteins with misfolded transmembrane domains (ERAD-M). Has multiple functions in ERAD including recruitment of DER1 to the HRD1 ubiquitin ligase, and regulation of HRD1 activity. Involved in oligomerization of HRD1 and in HRD1 autoubiquitination and degradation. {ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:19898607, ECO:0000269|PubMed:19940128, ECO:0000269|PubMed:20005842, ECO:0000269|PubMed:21074049}."
"Q03723"	"OST6_YEAST"	"reviewed"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST6 (Oligosaccharyl transferase subunit OST6) (Oligosaccharyl transferase 37 kDa subunit) (OTase 37 kDa subunit)"	"OST6 YML019W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	332	"FUNCTION: Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity (PubMed:11580295). Can participate in redox reactions and is able to catalyze dithiol-disulfide exchange reactions with other proteins, albeit with relatively low efficiency. May form transient disulfide bonds with nascent polypeptides in the endoplasmic reticulum and thereby promote efficient glycosylation (PubMed:19549845). {ECO:0000269|PubMed:11580295, ECO:0000269|PubMed:19549845}."
"Q03758"	"BUL2_YEAST"	"reviewed"	"Ubiquitin ligase-binding protein BUL2"	"BUL2 YML111W YM8339.08"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	920	"FUNCTION: Component of a RSP5 ubiquitin ligase complex which specifies polyubiquitination and intracellular trafficking of the general amino acid permease GAP1 as well as other permeases such as PMA1. The RSP5-BUL1/2 complex is also necessary for the heat-shock element (HSE)-mediated gene expression, nitrogen starvation GLN3-dependent transcription and pressure-induced differential regulation of the 2 tryptophan permeases TAT1 and TAT2. {ECO:0000269|PubMed:10958669, ECO:0000269|PubMed:11352928, ECO:0000269|PubMed:11500494, ECO:0000269|PubMed:12821147, ECO:0000269|PubMed:14560004, ECO:0000269|PubMed:15020711, ECO:0000269|PubMed:15190065, ECO:0000269|PubMed:15247235, ECO:0000269|PubMed:16864574, ECO:0000269|PubMed:9931424}."
"Q03761"	"TAF12_YEAST"	"reviewed"	"Transcription initiation factor TFIID subunit 12 (TAFII-61) (TAFII61) (TAFII-68) (TAFII68) (TBP-associated factor 12) (TBP-associated factor 61 kDa)"	"TAF12 TAF61 TAF68 YDR145W YD8358.02"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	539	"FUNCTION: Functions as a component of the DNA-binding general transcription factor complex TFIID and the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and SLIK. Binding of TFIID to a promoter (with or without TATA element) is the initial step in preinitiation complex (PIC) formation. TFIID plays a key role in the regulation of gene expression by RNA polymerase II through different activities such as transcription activator interaction, core promoter recognition and selectivity, TFIIA and TFIIB interaction, chromatin modification (histone acetylation by TAF1), facilitation of DNA opening and initiation of transcription. SAGA is involved in RNA polymerase II-dependent transcriptional regulation of approximately 10% of yeast genes. At the promoters, SAGA is required for recruitment of the basal transcription machinery. It influences RNA polymerase II transcriptional activity through different activities such as TBP interaction (SPT3, SPT8 and SPT20) and promoter selectivity, interaction with transcription activators (GCN5, ADA2, ADA3 and TRA1), and chromatin modification through histone acetylation (GCN5) and deubiquitination (UBP8). SAGA acetylates nucleosomal histone H3 to some extent (to form H3K9ac, H3K14ac, H3K18ac and H3K23ac). SAGA interacts with DNA via upstream activating sequences (UASs). SALSA, an altered form of SAGA, may be involved in positive transcriptional regulation. SLIK is proposed to have partly overlapping functions with SAGA. It preferentially acetylates methylated histone H3, at least after activation at the GAL1-10 locus. {ECO:0000269|PubMed:10026213, ECO:0000269|PubMed:10788514, ECO:0000269|PubMed:11238921, ECO:0000269|PubMed:11295558, ECO:0000269|PubMed:11473260, ECO:0000269|PubMed:12052880, ECO:0000269|PubMed:12138208, ECO:0000269|PubMed:12516863, ECO:0000269|PubMed:9674426, ECO:0000269|PubMed:9695952}."
"Q03768"	"GIR2_YEAST"	"reviewed"	"Protein GIR2 (DRG family-regulatory protein 2) (Genetically interacts with ribosomal genes protein 2)"	"GIR2 DFRP2 YDR152W YD8358.08"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	265	"FUNCTION: Acts as a negative regulator of the GCN2 kinase activity by disrupting the GCN1-GCN2 interaction in amino acid-starved cells (PubMed:19448108). {ECO:0000269|PubMed:19448108}."
"Q03769"	"ENT5_YEAST"	"reviewed"	"Epsin-5"	"ENT5 YDR153C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	411	"FUNCTION: Involved in the recruitment of clathrin to the Golgi network and endosomes to form clathrin coated vesicles. Plays a role in the trafficking of clathrin between the Golgi network and endosomes. Binds to membranes enriched in phosphatidylinositol-3,5-bisphosphate (PtdIns(3,5)P2) and, in association with VPS27, is involved in protein sorting at the multivesicular body (MVB). {ECO:0000269|PubMed:12483220, ECO:0000269|PubMed:15107463}."
"Q03771"	"ACL4_YEAST"	"reviewed"	"Assembly chaperone of RPL4"	"ACL4 YDR161W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	387	"FUNCTION: Acts as a chaperone for the L4 ribosomal subunit encoded by RPL4A and PRPL4B, required for hierarchical ribosome assembly. Shields ribosomal protein L4 until timely release and insertion into the pre-ribosome is possible, once ribosomal protein L18 is present. {ECO:0000269|PubMed:25936803}."
"Q03774"	"TRM82_YEAST"	"reviewed"	"tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 (Transfer RNA methyltransferase 82)"	"TRM82 YDR165W YD8358.19"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	444	"FUNCTION: Required for the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA, a modification required to maintain stability of tRNAs; its absence resulting in tRNA decay. In the complex, it is required to stabilize and induce conformational changes of the catalytic subunit. {ECO:0000255|HAMAP-Rule:MF_03056, ECO:0000269|PubMed:15811913, ECO:0000269|PubMed:16387656, ECO:0000269|PubMed:17382321, ECO:0000269|PubMed:18184583, ECO:0000269|PubMed:26416026}."
"Q03778"	"RIFK_YEAST"	"reviewed"	"Riboflavin kinase (EC 2.7.1.26) (Flavin mononucleotide kinase 1)"	"FMN1 YDR236C YD8419.03C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	218	"FUNCTION: Catalyzes the phosphorylation of riboflavin (vitamin B2) to form flavin mononucleotide (FMN) coenzyme. {ECO:0000269|PubMed:10887197}."
"Q03784"	"TRS23_YEAST"	"reviewed"	"Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit)"	"TRS23 YDR246W YD8419.13"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	219	"FUNCTION: Component of the TRAPP I, TRAPP II and TRAPP III complexes which act as guanine nucleotide exchange factors (GEF) for YPT1. TRAPP I plays a key role in the late stages of endoplasmic reticulum to Golgi traffic. TRAPP II plays a role in intra-Golgi transport. TRAPP III plays a role in autophagosome formation. {ECO:0000269|PubMed:11239471, ECO:0000269|PubMed:20375281, ECO:0000269|PubMed:20972447}."
"Q03785"	"VHS1_YEAST"	"reviewed"	"Serine/threonine-protein kinase VHS1 (EC 2.7.11.1) (Viable in a HAL3 SIT4 background protein 1)"	"VHS1 YDR247W YD8419.14"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	461	"FUNCTION: Probable serine/threonine protein kinase involved in the G1-S transition. {ECO:0000269|PubMed:12518319}."
"Q03790"	"NUP53_YEAST"	"reviewed"	"Nucleoporin NUP53 (Nuclear pore protein NUP53)"	"NUP53 YMR153W YM8520.02"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	475	"FUNCTION: Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. Active directional transport is assured by both, a Phe-Gly (FG) repeat affinity gradient for these transport factors across the NPC and a transport cofactor concentration gradient across the nuclear envelope (GSP1 and GSP2 GTPases associated predominantly with GTP in the nucleus, with GDP in the cytoplasm). NUP53 may play an important role in cell cycle regulation by inhibiting PSE1 transport functions during mitosis and sequestration of MAD1-MAD2 in a cell cycle-dependent manner. It also seems to play an important role in de novo NPC assembly by associating with nuclear membranes and driving their proliferation. {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:11352933, ECO:0000269|PubMed:12403813, ECO:0000269|PubMed:12473689, ECO:0000269|PubMed:12604785, ECO:0000269|PubMed:14697200, ECO:0000269|PubMed:9864357}."
"Q03818"	"ATG16_YEAST"	"reviewed"	"Autophagy protein 16 (Cytoplasm to vacuole targeting protein 11) (SAP18 homolog)"	"ATG16 APG15 APG16 CVT11 SAP18 YMR159C YM8520.08C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	150	NA
"Q03833"	"GIS1_YEAST"	"reviewed"	"Transcriptional activator/repressor GIS1"	"GIS1 YDR096W YD8557.01"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	894	"FUNCTION: Transcription factor involved in the regulation of gene expression upon nutrient starvation. Recognizes and binds to the post-diauxic-shift element 5'-T[AT]AGGGAT-3' in the promoter region. Can act as a transcriptional activator (e.g. of stress genes like SSA3, HSP12 and HSP26) as well as a repressor (e.g. of pyrophosphate phosphatase DPP1). GIS1 also acts as a DNA damage-responsive transcriptional repressor of photolyase PHR1. {ECO:0000269|PubMed:10523651, ECO:0000269|PubMed:10628841, ECO:0000269|PubMed:10835355, ECO:0000269|PubMed:12799368}."
"Q03834"	"MSH6_YEAST"	"reviewed"	"DNA mismatch repair protein MSH6 (MutS protein homolog 6) (Postmeiotic segregation protein 3)"	"MSH6 PMS3 YDR097C YD8557.04C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1242	"FUNCTION: Component of the post-replicative DNA mismatch repair system (MMR). Heterodimerizes with MSH2 to form MutS alpha, which binds to DNA mismatches thereby initiating DNA repair. MSH6 provides substrate-binding and substrate specificity to the complex. When bound, MutS alpha bends the DNA helix and shields approximately 20 base pairs. Acts mainly to repair base-base and single insertion-deletion mismatches that occur during replication, but can also repair longer insertion-deletion loops (IDLs), although with decreasing efficiency as the size of the extrahelical loop increases. After mismatch binding, forms a ternary complex with the MutL alpha heterodimer, which is thought to be responsible for directing the downstream MMR events, including strand discrimination, excision, and resynthesis. ATP binding and hydrolysis by the MutS alpha complex is crucial for MMR. Both subunits bind ATP, but with differing affinities, and their ATPase kinetics are also very different. MSH6 binds and hydrolyzes ATP rapidly, whereas MSH2 catalyzes ATP at a substantially slower rate. Binding to a mismatched base pair suppresses MSH6-catalyzed ATP hydrolysis, but not the activity of MSH2. ATP binding to both subunits is necessary to trigger a change in MutS alpha interaction with mismatched DNA, converting MutS alpha into a sliding clamp capable of hydrolysis-independent movement along DNA, and also facilitates formation of ternary complexes containing MutS and MutL proteins and the mismatch. May also be involved in resolution of recombination intermediates. {ECO:0000269|PubMed:10518225, ECO:0000269|PubMed:10970737, ECO:0000269|PubMed:11237611, ECO:0000269|PubMed:12509278, ECO:0000269|PubMed:12820877, ECO:0000269|PubMed:15811858, ECO:0000269|PubMed:16214425, ECO:0000269|PubMed:16337600, ECO:0000269|PubMed:16407100, ECO:0000269|PubMed:16600868, ECO:0000269|PubMed:16702432, ECO:0000269|PubMed:17141577, ECO:0000269|PubMed:17157869, ECO:0000269|PubMed:17567610, ECO:0000269|PubMed:17573527, ECO:0000269|PubMed:8600025, ECO:0000269|PubMed:9111357, ECO:0000269|PubMed:9545323, ECO:0000269|PubMed:9770499}."
"Q03835"	"GLRX3_YEAST"	"reviewed"	"Monothiol glutaredoxin-3"	"GRX3 YDR098C YD8557.05C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	250	"FUNCTION: Monothiol glutaredoxin involved in the biogenesis of iron-sulfur clusters (By similarity). Binds one iron-sulfur cluster per dimer. The iron-sulfur cluster is bound between subunits, and is complexed by a bound glutathione and a cysteine residue from each subunit (Probable). {ECO:0000250, ECO:0000269|PubMed:19715344, ECO:0000305}."
"Q03855"	"YD11B_YEAST"	"reviewed"	"Transposon Ty1-DR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]"	"TY1B-DR1 YDRCTy1-1 POL YDR098C-B YD8557.06c"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1755	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
"Q03862"	"ARX1_YEAST"	"reviewed"	"Probable metalloprotease ARX1 (EC 3.-.-.-) (Associated with ribosomal export complex protein 1)"	"ARX1 YDR101C YD8557.10c"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	593	"FUNCTION: Probable metalloprotease involved in proper assembly of pre-ribosomal particles during the biogenesis of the 60S ribosomal subunit. Accompanies the pre-60S particles to the cytoplasm. {ECO:0000269|PubMed:12374754, ECO:0000269|PubMed:16648468}."
"Q03868"	"SPO71_YEAST"	"reviewed"	"Prospore membrane adapter protein SPO71 (Sporulation-specific protein 71)"	"SPO71 YDR104C YD8557.13c"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1245	"FUNCTION: Recruits the lipid transfer protein VPS13 to the prospore membrane during sporulation, thereby aiding prospore membrane formation. {ECO:0000269|PubMed:22611022, ECO:0000269|PubMed:24036347}."
"Q03897"	"WDR59_YEAST"	"reviewed"	"Maintenance of telomere capping protein 5 (SEH-associated protein 3)"	"MTC5 SEA3 YDR128W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1148	"FUNCTION: Component of the SEA complex which coats the vacuolar membrane and is involved in intracellular trafficking, autophagy, response to nitrogen starvation, and amino acid biogenesis. May be involved in telomere capping. {ECO:0000269|PubMed:18845848, ECO:0000269|PubMed:21454883}."
"Q03898"	"FIN1_YEAST"	"reviewed"	"Filament protein FIN1 (Filaments in between nuclei protein 1)"	"FIN1 YDR130C YD9302.05C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	291	"FUNCTION: Forms cell-cycle specific filaments between the spindle pole bodies of dividing yeast cells."
"Q03920"	"MTQ2_YEAST"	"reviewed"	"eRF1 methyltransferase catalytic subunit MTQ2 (eRF1 MTase catalytic subunit MTQ2) (EC 2.1.1.297) (N(5)-glutamine methyltransferase MTQ2)"	"MTQ2 MTC6 YDR140W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	221	"FUNCTION: Methylates eRF1 on 'Gln-182' using S-adenosyl L-methionine as methyl donor. eRF1 needs to be complexed to eRF3 in its GTP-bound form to be efficiently methylated. {ECO:0000269|PubMed:15509572, ECO:0000269|PubMed:16321977, ECO:0000269|PubMed:17008308}."
"Q03921"	"DOP1_YEAST"	"reviewed"	"Protein dopey"	"DOP1 YDR141C YD9302.17C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1698	"FUNCTION: Required for traffic between late Golgi and early endosomes, and for the normal structure and organization of the endoplasmic reticulum (PubMed:16301316). Required for normal cellular morphogenesis (PubMed:10931277). {ECO:0000269|PubMed:10931277, ECO:0000269|PubMed:16301316}."
"Q03940"	"RUVB1_YEAST"	"reviewed"	"RuvB-like protein 1 (RUVBL1) (EC 3.6.4.12) (TIP49-homology protein 1) (TIP49a homolog)"	"RVB1 TIH1 TIP49A YDR190C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	463	"FUNCTION: DNA helicase which participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes. The SWR1 complex mediates the ATP-dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. The INO80 complex remodels chromatin by shifting nucleosomes. Its ability to induce transcription of some phosphate-responsive genes is modulated by inositol polyphosphates. The INO80 complex is involved in DNA repair by associating to 'Ser-129' phosphorylated H2A histones as a response to DNA damage. RVB1 recruits ARP5 to the INO80 complex. During transcription may recruit SPT15/TBP to the TATA-boxes of involved genes. Required for box C/D and box H/ACA snoRNA accumulation and involved in pre-rRNA processing. {ECO:0000269|PubMed:10952318, ECO:0000269|PubMed:11278922, ECO:0000269|PubMed:14645854, ECO:0000269|PubMed:14690608, ECO:0000269|PubMed:15045029, ECO:0000269|PubMed:15525518}."
"Q03941"	"CAB5_YEAST"	"reviewed"	"Dephospho-CoA kinase CAB5 (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase)"	"CAB5 YDR196C YD9346.07C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	241	"FUNCTION: Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A. {ECO:0000269|PubMed:19266201}."
"Q03944"	"VPS64_YEAST"	"reviewed"	"Vacuolar protein sorting-associated protein 64 (Factor arrest protein 9)"	"VPS64 FAR9 YDR200C YD9346.10C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	604	"FUNCTION: Participates in the control of the reentry into the cell cycle following pheromone treatment. Involved in vacuolar protein sorting. {ECO:0000269|PubMed:12134085, ECO:0000269|PubMed:12588993}."
"Q03954"	"SPC19_YEAST"	"reviewed"	"DASH complex subunit SPC19 (19 kDa spindle pole component protein) (Outer kinetochore protein SPC19)"	"SPC19 YDR201W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	165	"FUNCTION: Component of the DASH complex, a microtubule-binding subcomplex of the outer kinetochore that is essential for proper chromosome segregation. The DASH complex mediates the formation and maintenance of bipolar kinetochore-microtubule attachments by forming closed rings around spindle microtubules and establishing interactions with proteins from the central kinetochore. The DASH ring complex may both stabilize microtubules during chromosome attachment in anaphase A, and allow the chromosome to remain attached to the depolymerizing microtubule in anaphase B. Microtubule depolymerization proceeds by protofilament splaying and induces the kinetochore-attached ring to slide longitudinally, thereby helping to transduce depolymerization energy into pulling forces to disjoin chromatids. {ECO:0000269|PubMed:15664196, ECO:0000269|PubMed:16415853, ECO:0000269|PubMed:16777964}."
"Q03957"	"CTK1_YEAST"	"reviewed"	"CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1)"	"CTK1 YKL139W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	528	"FUNCTION: Catalytic subunit of the CTDK-I complex, which hyperphosphorylates the C-terminal heptapeptide repeat domain (CTD) of the largest RNA polymerase II subunit. CTDK-I phosphorylates 'Ser-5' if the CTD substrate is not phosphorylated at 'Ser-5', but will phosphorylate 'Ser-2' of a CTD substrate if 'Ser-5' is already phosphorylated. CTDK-I is also more reactive toward substrates that are prephosphorylated at 'Ser-2' or 'Ser-5' compared with an unphosphorylated CTD substrate, therefore efficiently creating doubly phosphorylated CTD repeats. Involved in RNA polymerase II transcriptional elongation, and through PTI1, pre-mRNA 3'-end processing. Participates in both positive and negative regulation of CTD phosphorylation. Required for DNA damage induced transcription, including the expression of the RNR genes, and reprogramming of gene expression upon amino acid starvation. Required for SET2 mediated H3K36 methylation. Also regulates H3K4 methylation. Controls the maintenance of suppressive chromatin in the coding regions of genes by both promoting H3K36 methylation, which leads to histone deacetylation, and catalyzing phosphorylation of the CTD required to localize H3K4 chromatin modification specifically to the 5' ends of genes, thereby creating a boundary for H3K4 methylation that prevents a mark associated with transcriptional initiation from spreading into the bodies of genes. Involved in RNA polymerase I transcription. Involved in telomere maintenance. Acts together with SNF1 to induce GSY2 transcription in response to glucose limitation. Involved in the adaptation to alternative carbon sources, including galactose, glycerol and ethanol, but not raffinose. Required for the integrity of the rDNA locus. Functions in translation elongation by enhancing decoding fidelity. Needed for translational accuracy by phosphorylating RPS2. {ECO:0000269|PubMed:10488128, ECO:0000269|PubMed:12504017, ECO:0000269|PubMed:12629047, ECO:0000269|PubMed:12684377, ECO:0000269|PubMed:15047695, ECO:0000269|PubMed:15161972, ECO:0000269|PubMed:15520468, ECO:0000269|PubMed:16182287, ECO:0000269|PubMed:16984969, ECO:0000269|PubMed:17088384, ECO:0000269|PubMed:17545469, ECO:0000269|PubMed:9110987}."
"Q03973"	"HMO1_YEAST"	"reviewed"	"High mobility group protein 1 (High spontaneous mutagenesis protein 2)"	"HMO1 HSM2 YDR174W YD9395.07"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	246	"FUNCTION: DNA-binding protein that is probably part of the rDNA transcription apparatus. Acts synergetically with the RPA49 subunit of RNA polymerase I during rDNA transcription. May participate in mutagenesis control. {ECO:0000269|PubMed:12374750, ECO:0000269|PubMed:12509247}."
"Q04002"	"SCC2_YEAST"	"reviewed"	"Sister chromatid cohesion protein 2"	"SCC2 YDR180W YD9395.14"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	1493	"FUNCTION: Plays a structural role in chromatin and is involved in sister chromatid cohesion (PubMed:9990856, PubMed:14614819, PubMed:25173104, PubMed:26354421). Forms a complex with SCC4 required for the stable association of the cohesin complex with chromatin, which may act by hydrolyzing ATP from SMC1 and SMC3 heads (PubMed:10882066, PubMed:14614819). Binds to the nucleosome-free promoter regions of ribosomal protein genes and tRNA genes. Involved in transcriptional regulation by cooperating with the RSC complex to maintain nucleosome exhaustion at its binding sites (PubMed:25173104). {ECO:0000269|PubMed:10882066, ECO:0000269|PubMed:14614819, ECO:0000269|PubMed:25173104, ECO:0000269|PubMed:26354421, ECO:0000269|PubMed:9990856}."
"Q04003"	"SAS4_YEAST"	"reviewed"	"Something about silencing protein 4"	"SAS4 YDR181C YD9395.15C"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	481	"FUNCTION: Component of the SAS complex, a multiprotein complex that acetylates 'Lys-16' of histone H4 and 'Lys-14' of histone H3. The SAS complex is however unable to acetylate nucleosomal histones. The complex is involved in transcriptional silencing at telomeres and at HML locus. Also involved in rDNA silencing. In the complex, SAS4 is essential for histone acetyltransferase (HAT) activity of the complex. {ECO:0000269|PubMed:10471696, ECO:0000269|PubMed:10471697, ECO:0000269|PubMed:12626510}."
"Q04013"	"YHM2_YEAST"	"reviewed"	"Citrate/oxoglutarate carrier protein (Coc1p) (Mitochondrial DNA replication protein YHM2)"	"YHM2 YMR241W YM9408.03"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	314	"FUNCTION: Mitochondrial antiporter which catalyzes the transport of citrate and oxoglutarate across the membrane. Also shows specificity for oxaloacetate, and to a lesser extent succinate and fumarate. Transports isocitrate, cis-aconitate and L-malate with very low efficiency. Does not show uniporter activity. Helps to maintain normal citrate levels and NADPH/NADP(+) ratios under conditions of oxidative stress. In addition, associates with the mitochondrial nucleoid and binds DNA in vitro, although the relevance of these data in vivo is unclear. {ECO:0000269|PubMed:20371607, ECO:0000269|PubMed:9742088}."
"Q04048"	"SYF1_YEAST"	"reviewed"	"Pre-mRNA-splicing factor SYF1 (PRP19-associated complex protein 90) (Synthetic lethal with CDC40 protein 1)"	"SYF1 NTC90 YDR416W"	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	859	"FUNCTION: Involved in pre-mRNA splicing and cell cycle control. As a component of the NTC complex (or PRP19-associated complex), associates to the spliceosome to mediate conformational rearrangement or to stabilize the structure of the spliceosome after U4 snRNA dissociation, which leads to spliceosome maturation. {ECO:0000269|PubMed:11102353, ECO:0000269|PubMed:11105756}."
